product_id,title,description,category,brand,price,size,color,rating
P0322,Puma Sportswear Product 322,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,4764,XS,Green,4.3
P0323,Fastrack Glasses Product 323,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,5699,Medium,Red,3.1
P0324,American Tourister Accessories Product 324,This accessory by American Tourister is designed to be both functional and stylish. The grey finish and small size make it easy to pair with different outfits.,Accessories,American Tourister,8196,Small,Grey,4.5
P0325,Skybags Accessories Product 325,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,1514,Large,Yellow,4.3
P0326,Fossil Watches Product 326,This watch from Fossil blends classic design with everyday practicality. Its yellow dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Fossil,4342,Small,Yellow,4.9
P0327,Sony Electronics Product 327,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,2650,Small,Red,4.2
P0328,Puma Sportswear Product 328,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,6183,S,Blue,4.3
P0329,RayBan Glasses Product 329,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,7080,Medium,Yellow,4
P0330,Skybags Accessories Product 330,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,3665,Large,Red,3.2
P0331,Skybags Accessories Product 331,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,3383,Small,Brown,3.6
P0332,Adidas Sportswear Product 332,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,4054,S,Green,4.2
P0333,Wildcraft Accessories Product 333,This accessory by Wildcraft is designed to be both functional and stylish. The grey finish and large size make it easy to pair with different outfits.,Accessories,Wildcraft,5356,Large,Grey,4.8
P0334,Fossil Watches Product 334,This watch from Fossil blends classic design with everyday practicality. Its green dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Fossil,8424,Small,Green,3.1
P0335,Skechers Shoes Product 335,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,8923,6,Grey,3.8
P0336,Fastrack Glasses Product 336,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,7466,Large,Black,3.6
P0337,Casio Watches Product 337,"Crafted by Casio, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Casio,4221,Small,Blue,3.1
P0338,Skybags Accessories Product 338,"Built with everyday practicality in mind, this accessory from Skybags offers a balanced mix of durability and modern aesthetics.",Accessories,Skybags,3010,Small,Green,4
P0339,Nike Shoes Product 339,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,1176,8,Yellow,4.6
P0340,Woodland Footwear Product 340,Woodland brings you footwear that combines rugged build quality with modern design. The black color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Woodland,8983,8,Black,4.9
P0341,Adidas Shoes Product 341,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,6693,11,Red,3.2
P0342,Boat Electronics Product 342,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,8483,Small,Yellow,4.4
P0343,Adidas Sportswear Product 343,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,8683,S,Red,3
P0344,Samsung Electronics Product 344,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,4573,Medium,Red,4
P0345,Wildcraft Accessories Product 345,"Built with everyday practicality in mind, this accessory from Wildcraft offers a balanced mix of durability and modern aesthetics.",Accessories,Wildcraft,4694,Large,White,4.9
P0346,Skechers Shoes Product 346,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,6132,8,Brown,3.5
P0347,Fossil Watches Product 347,"Crafted by Fossil, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Fossil,3708,Medium,Yellow,4.3
P0348,American Tourister Accessories Product 348,"American Tourister delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,American Tourister,7769,Small,White,5
P0349,Nike Shoes Product 349,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,2723,7,Red,4.7
P0350,Samsung Electronics Product 350,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,3892,Medium,Black,3.3
P0351,Samsung Electronics Product 351,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,1346,Large,Yellow,4.5
P0352,RedTape Footwear Product 352,"Designed by RedTape, this footwear offers a perfect balance of comfort and durability. The green finish gives it a stylish look, while the fit in size 6 makes it suitable for all-day wear.",Footwear,StrideX,8860,6,Green,4.1
P0353,Sony Electronics Product 353,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,5343,Large,Red,4.4
P0354,Casio Watches Product 354,"Crafted by Casio, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Casio,1536,Small,White,3.2
P0355,Nike Sportswear Product 355,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,3617,XL,Brown,3
P0356,Puma Sportswear Product 356,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,2059,M,Green,3.1
P0357,Woodland Footwear Product 357,Woodland brings you footwear that combines rugged build quality with modern design. The yellow color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Woodland,8882,6,Yellow,4
P0358,Reebok Shoes Product 358,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,5933,8,Yellow,4.6
P0359,Fastrack Glasses Product 359,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,2013,Medium,Black,4.2
P0360,Woodland Footwear Product 360,Woodland brings you footwear that combines rugged build quality with modern design. The black color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Woodland,7881,6,Black,4.7
P0361,Skechers Shoes Product 361,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,1333,6,Black,4.1
P0362,Puma Shoes Product 362,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,2781,11,Blue,4.8
P0363,Skechers Shoes Product 363,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,8590,11,Blue,4.3
P0364,RedTape Footwear Product 364,RedTape brings you footwear that combines rugged build quality with modern design. The black color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,2727,7,Black,4.2
P0365,Fastrack Glasses Product 365,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,1660,Medium,Blue,3.2
P0366,Titan Watches Product 366,"Titan watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Titan,1781,Medium,Blue,4.9
P0367,Lenskart Glasses Product 367,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,4162,Medium,Black,3.3
P0368,Bata Footwear Product 368,"This pair of footwear from Bata is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹1896.",Footwear,Bata,1896,9,Black,3.8
P0369,Fossil Watches Product 369,"Fossil watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Fossil,5277,Medium,Green,4.2
P0370,Reebok Shoes Product 370,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,4779,10,Green,4.6
P0371,Skybags Accessories Product 371,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,3926,Medium,White,4.5
P0372,Fastrack Glasses Product 372,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,3564,Large,Blue,4.9
P0373,Casio Watches Product 373,"Casio watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Casio,8321,Small,Brown,4.4
P0374,Fastrack Glasses Product 374,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,2264,Medium,Red,4
P0375,Fossil Watches Product 375,"Crafted by Fossil, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Fossil,8265,Small,Red,4.9
P0376,Puma Shoes Product 376,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,6225,8,Green,3.5
P0377,Nike Shoes Product 377,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,4732,7,Grey,3.4
P0378,Fastrack Glasses Product 378,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,5637,Large,Brown,4.3
P0379,RedTape Footwear Product 379,RedTape brings you footwear that combines rugged build quality with modern design. The black color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,5735,9,Black,3.5
P0380,Samsung Electronics Product 380,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,5025,Large,Blue,4.1
P0381,Campus Footwear Product 381,Campus brings you footwear that combines rugged build quality with modern design. The green color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Campus,1362,8,Green,4.5
P0382,Bata Footwear Product 382,Bata brings you footwear that combines rugged build quality with modern design. The brown color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Bata,3109,7,Brown,4
P0383,JBL Electronics Product 383,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,1427,Medium,Red,3.8
P0384,Nike Shoes Product 384,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,3996,10,Blue,4.6
P0385,Casio Watches Product 385,"Crafted by Casio, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Casio,1997,Medium,Brown,4.3
P0386,Skybags Accessories Product 386,"Built with everyday practicality in mind, this accessory from Skybags offers a balanced mix of durability and modern aesthetics.",Accessories,Skybags,7326,Medium,Brown,4.5
P0387,American Tourister Accessories Product 387,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,8609,Small,Brown,4.9
P0388,Adidas Shoes Product 388,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,2963,8,Red,3.6
P0389,Skechers Shoes Product 389,"This product from Skechers is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Skechers,3036,7,Brown,3
P0390,Sony Electronics Product 390,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,3504,Medium,Blue,3.2
P0391,Bata Footwear Product 391,Bata brings you footwear that combines rugged build quality with modern design. The red color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Bata,8470,7,Red,4.8
P0392,Reebok Shoes Product 392,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,7791,9,Brown,5
P0393,Adidas Sportswear Product 393,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,8420,XS,Yellow,3.2
P0394,Bata Footwear Product 394,Bata brings you footwear that combines rugged build quality with modern design. The white color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Bata,7292,8,White,3.7
P0395,Adidas Sportswear Product 395,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,5951,XL,Blue,4
P0396,American Tourister Accessories Product 396,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,8087,Small,Green,4.4
P0397,Adidas Sportswear Product 397,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,8190,S,Green,3.5
P0398,Lenskart Glasses Product 398,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,8867,Large,Brown,4.8
P0399,Woodland Footwear Product 399,"This pair of footwear from Woodland is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹5988.",Footwear,Woodland,5988,9,Red,3.2
P0400,JBL Electronics Product 400,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,7565,Large,Black,3.5
P0401,HRX Sportswear Product 401,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,4467,XS,Yellow,5
P0402,RedTape Footwear Product 402,RedTape brings you footwear that combines rugged build quality with modern design. The black color and ergonomic fit make it a dependable choice for everyday use.,Footwear,StrideX,1214,11,Black,3.4
P0403,Casio Watches Product 403,"Crafted by Casio, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Casio,5188,Small,Blue,3.1
P0404,Wildcraft Accessories Product 404,"Built with everyday practicality in mind, this accessory from Wildcraft offers a balanced mix of durability and modern aesthetics.",Accessories,Wildcraft,6286,Large,Green,3.6
P0405,American Tourister Accessories Product 405,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,2799,Medium,Blue,4.5
P0406,Samsung Electronics Product 406,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,6773,Small,Blue,3.7
P0407,JBL Electronics Product 407,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,6552,Small,White,4.2
P0408,American Tourister Accessories Product 408,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,2424,Large,Yellow,4.7
P0409,Puma Shoes Product 409,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,7398,8,Red,3.1
P0410,Bata Footwear Product 410,"This pair of footwear from Bata is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹1068.",Footwear,Bata,1068,6,Brown,5
P0411,American Tourister Accessories Product 411,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,7603,Medium,Black,4.5
P0412,Reebok Shoes Product 412,"This product from Reebok is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Reebok,2608,7,Brown,4
P0413,Woodland Footwear Product 413,"This pair of footwear from Woodland is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹8765.",Footwear,Woodland,8765,9,White,4.1
P0414,American Tourister Accessories Product 414,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,6865,Large,Black,4.8
P0415,Puma Sportswear Product 415,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Puma,5724,S,Grey,4.4
P0416,Adidas Shoes Product 416,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Adidas,4760,9,Yellow,3.1
P0417,Woodland Footwear Product 417,"Designed by Woodland, this footwear offers a perfect balance of comfort and durability. The red finish gives it a stylish look, while the fit in size 9 makes it suitable for all-day wear.",Footwear,Woodland,3729,9,Red,4.9
P0418,Casio Watches Product 418,This watch from Casio blends classic design with everyday practicality. Its blue dial and comfortable medium fit make it suitable for both casual and formal wear.,Watches,Casio,8969,Medium,Blue,3.4
P0419,Fastrack Glasses Product 419,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,4448,Medium,White,4.4
P0420,Nike Sportswear Product 420,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,1761,L,Blue,4.1
P0421,Wildcraft Accessories Product 421,This accessory by Wildcraft is designed to be both functional and stylish. The yellow finish and small size make it easy to pair with different outfits.,Accessories,Wildcraft,1755,Small,Yellow,4.9
P0422,Apple Watches Product 422,"Apple watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Apple,2111,Medium,Brown,3.5
P0423,Nike Sportswear Product 423,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,8391,M,Yellow,3.8
P0424,Skybags Accessories Product 424,This accessory by Skybags is designed to be both functional and stylish. The white finish and large size make it easy to pair with different outfits.,Accessories,Skybags,4341,Large,White,4.4
P0425,Nike Shoes Product 425,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,4150,11,White,4.9
P0426,Skybags Accessories Product 426,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,3227,Large,White,4.5
P0427,Nike Sportswear Product 427,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,2471,XS,Blue,4.1
P0428,Skybags Accessories Product 428,"Built with everyday practicality in mind, this accessory from Skybags offers a balanced mix of durability and modern aesthetics.",Accessories,Skybags,6587,Large,Black,3.2
P0429,Skybags Accessories Product 429,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,2580,Medium,Yellow,4.6
P0430,Samsung Electronics Product 430,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,2195,Small,Green,4.5
P0431,Casio Watches Product 431,"Crafted by Casio, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Casio,5416,Large,Grey,3.9
P0432,JBL Electronics Product 432,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,7447,Large,Blue,4.5
P0433,Casio Watches Product 433,This watch from Casio blends classic design with everyday practicality. Its red dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Casio,8655,Small,Red,3.3
P0434,Adidas Sportswear Product 434,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,5932,M,Red,3.4
P0435,Adidas Sportswear Product 435,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,4746,XL,Yellow,3.9
P0436,Fossil Watches Product 436,"Fossil watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Fossil,6247,Small,Black,3.9
P0437,Adidas Sportswear Product 437,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,8133,S,White,4
P0438,Boat Electronics Product 438,"This product from Boat is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Boat,1089,Medium,Blue,3.2
P0439,American Tourister Accessories Product 439,"Built with everyday practicality in mind, this accessory from American Tourister offers a balanced mix of durability and modern aesthetics.",Accessories,American Tourister,4570,Large,Brown,3.1
P0440,Bata Footwear Product 440,"This pair of footwear from Bata is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹5530.",Footwear,Bata,5530,9,Green,3.2
P0441,Skybags Accessories Product 441,"Skybags delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,Skybags,4832,Medium,Brown,4.5
P0442,Casio Watches Product 442,This watch from Casio blends classic design with everyday practicality. Its blue dial and comfortable small fit make it suitable for both casual and formal wear.,Watches,Casio,5376,Small,Blue,4.9
P0443,Nike Shoes Product 443,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Nike,4694,7,Yellow,3
P0444,Woodland Footwear Product 444,Woodland brings you footwear that combines rugged build quality with modern design. The red color and ergonomic fit make it a dependable choice for everyday use.,Footwear,Woodland,2419,6,Red,5
P0445,Titan Watches Product 445,"Crafted by Titan, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Titan,6011,Small,Grey,3.7
P0446,Adidas Sportswear Product 446,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,4628,S,Grey,3.3
P0447,Nike Sportswear Product 447,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,2928,L,Yellow,3
P0448,Samsung Electronics Product 448,"This product from Samsung is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Samsung,1098,Large,Grey,4.8
P0449,Titan Watches Product 449,"Crafted by Titan, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Titan,2922,Small,Red,3.9
P0450,Sony Electronics Product 450,"This product from Sony is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,Sony,2769,Small,Green,3.8
P0451,HRX Sportswear Product 451,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,8321,XS,White,3.8
P0452,HRX Sportswear Product 452,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,5960,L,Brown,4.3
P0453,Nike Sportswear Product 453,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,3423,XL,Black,4.2
P0454,RedTape Footwear Product 454,"This pair of footwear from RedTape is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹7351.",Footwear,StrideX,7351,11,Brown,3.4
P0455,JBL Electronics Product 455,"This product from JBL is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Electronics,JBL,7730,Medium,Black,3.3
P0456,Nike Sportswear Product 456,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,7407,S,Green,4.5
P0457,Nike Sportswear Product 457,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,3028,M,Red,3.3
P0458,Bata Footwear Product 458,"Designed by Bata, this footwear offers a perfect balance of comfort and durability. The brown finish gives it a stylish look, while the fit in size 11 makes it suitable for all-day wear.",Footwear,Bata,7478,11,Brown,3.4
P0459,American Tourister Accessories Product 459,"American Tourister delivers a well-crafted accessory that fits seamlessly into daily use. It is lightweight, durable, and designed with attention to detail.",Accessories,American Tourister,8755,Large,Grey,3.5
P0460,Puma Shoes Product 460,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,4871,7,Red,3.2
P0461,HRX Sportswear Product 461,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,8862,XS,Yellow,4
P0462,Puma Shoes Product 462,"This product from Puma is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Shoes,Puma,2780,11,Brown,4.6
P0463,American Tourister Accessories Product 463,This accessory by American Tourister is designed to be both functional and stylish. The green finish and medium size make it easy to pair with different outfits.,Accessories,American Tourister,2514,Medium,Green,3
P0464,RayBan Glasses Product 464,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,1876,Small,Green,4
P0465,HRX Sportswear Product 465,"This product from HRX is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,HRX,3256,M,Red,4.7
P0466,Titan Glasses Product 466,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,4593,Small,Brown,4.8
P0467,Lenskart Glasses Product 467,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,6147,Large,Grey,3.3
P0468,Adidas Sportswear Product 468,"This product from Adidas is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Adidas,2617,M,Yellow,4.9
P0469,Lenskart Glasses Product 469,"This product from Lenskart is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Lenskart,3668,Medium,Blue,3.8
P0470,RayBan Glasses Product 470,"This product from RayBan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,RayBan,4851,Medium,Green,3.9
P0471,Apple Watches Product 471,"Crafted by Apple, this watch offers accurate timekeeping and a refined look. Designed for daily wear, it adds a subtle touch of elegance without being over-the-top.",Watches,Apple,5235,Large,Brown,3.5
P0472,Titan Glasses Product 472,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,3283,Small,Red,4.3
P0473,Titan Glasses Product 473,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,3688,Medium,Green,5
P0474,Titan Watches Product 474,"Titan watches are known for reliability, and this model is no exception. With a clean design and comfortable fit, it’s ideal for long hours of use.",Watches,Titan,6407,Large,Grey,4.7
P0475,Titan Glasses Product 475,"This product from Titan is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Titan,4820,Medium,Red,4.5
P0476,Wildcraft Accessories Product 476,This accessory by Wildcraft is designed to be both functional and stylish. The blue finish and medium size make it easy to pair with different outfits.,Accessories,Wildcraft,7054,Medium,Blue,3.6
P0477,Skybags Accessories Product 477,This accessory by Skybags is designed to be both functional and stylish. The green finish and medium size make it easy to pair with different outfits.,Accessories,Skybags,2957,Medium,Green,4.7
P0478,Casio Watches Product 478,This watch from Casio blends classic design with everyday practicality. Its green dial and comfortable medium fit make it suitable for both casual and formal wear.,Watches,Casio,6486,Medium,Green,3.2
P0479,Fastrack Glasses Product 479,"This product from Fastrack is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Glasses,Fastrack,6058,Large,White,3.4
P0480,Bata Footwear Product 480,"Designed by Bata, this footwear offers a perfect balance of comfort and durability. The red finish gives it a stylish look, while the fit in size 8 makes it suitable for all-day wear.",Footwear,Bata,5165,8,Red,3.5
P0481,Bata Footwear Product 481,"This pair of footwear from Bata is built for daily use and long walks. It provides reliable grip, breathable comfort, and a premium feel that justifies its price point of ₹1968.",Footwear,Bata,1968,11,Blue,3.9
P0482,Nike Sportswear Product 482,"This product from Nike is designed for reliable everyday use. It offers good build quality, practical design, and a comfortable user experience.",Sportswear,Nike,3514,S,Black,4.6
